CODGP_PROD; CODGP; GP_TIPO_PROD; Nombre Producto; Lugar; Año; Idioma; Páginas; Volumen; Editorial; Ambito; DOI; Descripción; Instituciones; Tipo Vincula Institu; Autores
asd476;asd;9;Evaluation of Natural killer-like cell population during placental development and embryo or fetal resorption in rabbits;Estados Unidos;1999;;394 - 395;41;;;;;;;MONICA CECILIA BOTERO AGUIRRE, JUAN GUILLEMO MALDONADO, DIEGO ARANZAZU, LIDA ALVAREZ, BERARDO RODRIGUEZ, ERNESTO LOPEZ, MONICA BOTERO AGUIRRE,;
asd477;asd;8;Perspectivas de desarrollo avícola en el siglo XXI;Colombia;1999;;-;;;;;;;;HUGO ROMERO SANCHEZ,;
asd478;asd;9;Evaluación de diferentes niveles de metionina y colina para gallinas semipesadas en la segunda fase de producción;Colombia;1999;;75 - 75;12;;;;;;;JUAN DAVID SORZA ZAPATA, SILVIO ANTONIO AYALA LOPERA, MAURICIO GOMEZ, SANDRA LUCIA POSADA OCHOA, MANUEL GUILLERMO CARDONA LOPEZ, MARIA CECILIA LONDONO,;
asd479;asd;9;Evaluación de diferentes niveles de metionina y colina en alimentos para gallinas ponedoras semipesadas en la segunda fase de producción;Colombia;1999;;75 - 75;12;;;;;;;SILVIO ANTONIO AYALA LOPERA, MANUEL GUILLERMO CERDONA LOPEZ, MARIA CECILIA LONDONO, MAURICIO GOMEZ, SANDRA LUCIA POSADA OCHOA, JUAN DAVID SORZA ZAPATA,;
asd480;asd;9;Determinación de la concentración energética y proteica óptima para alimentos prepico en ponedoras comerciales semipesadas;Colombia;1999;;74 - 74;12;;;;;;;SILVIO ANTONIO AYALA LOPERA, MANUEL GUILLERMO CARDONA LOPEZ, MONICA ALVAREZ, HERNANDO NARANJO, SANDRA LUCIA POSADA OCHOA, JUAN DAVID SORZA ZAPATA,;
asd481;asd;9;Biodegradabilidad ruminal in situ en dos calidades de pasto Estrella Cynodón nlenfuensis;Colombia;1999;;55 - 55;12;;;;;;;SILVIO ANTONIO AYALA LOPERA, RUBEN DARIO GALVIS GOES, JUAN CARLOS CARMONA LOPEZ, LUIS ALFONSO GIRALDO VALDERRAMA,;
asd482;asd;9;Evaluación de las relacines de metionina:colina en aves semipesadas en la primera fase de producción;Colombia;1999;;73 - 73;12;;;;;;;SILVIO ANTONIO AYALA LOPERA, SANDRA LUCIA POSADA OCHOA, LUIS FERNANDO ZULUAGA, JUAN DAVID SORZA ZAPATA, JUAN CARLOS CARMONA AGUDELO, MANUEL GUILLERMO CARDONA LOPEZ, LUIS FERNANDO QUINTANILLA,;
asd483;asd;9;Efecto del comedero automático lineal de cadena en la composición del alimento para cría de pollas de reemplazo;Colombia;1999;;82 - 82;12;;;;;;;SILVIO ANTONIO AYALA LOPERA, SANDRA LUCIA POSADA OCHOA, JUAN DAVID SORZA ZAPATA,;
asd484;asd;9;Estimación de frecuencias alelicas para el establecimiento del análisis de pruebas de paternidad en ganado cebú Brahman puro;Colombia;1999;;253 -;12;;;;;;;NELSON BERMUDEZ, LUIS GUILLERMO CARVAJAL, HENRY CARDONA CADAVID, GABRIEL BEDOYA, ANDRES RUIZ LINARES,;
asd485;asd;8;Manejo nutricional del estres calórico en aves;Colombia;1998;;-;;;;;;;;HUGO ROMERO SANCHEZ,;
asd486;asd;8;Avances recientes en incubación;Colombia;1998;;-;;;;;;;;HUGO ROMERO SANCHEZ,;
asd487;asd;8;El galpón experimental. Nutrición y alimentación eficientes;Colombia;1998;;34 - 36;47;;;;;;;JUAN DAVID SORZA ZAPATA,;
asd488;asd;9;Evaluación de los carácteres de crecimiento del Cebú y sus cruces F1 con las razas Holstein y Pardo suizo en crianza a toda leche en el CI El Nus;Colombia;1997;;sp - sp;10;;;;;;;JUAN CARLOS CARMONA AGUDELO, CARLOS JAIME TOBON YEPES,;
asd489;asd;8;Ecología, Etica y Agricultura, Frente a la Crisis Ambiental;Colombia;1996;;51 - 55;33;;;;;;;MARTHA CECILIA SUAREZ ALFONSO,;
asd490;asd;9;Evaluation of Natural killer-like cell population during placental development and embryo or fetal resorption in rabbits;Estados Unidos;1996;;456 - 457;35;;;;;;;MONICA CECILIA BOTERO AGUIRRE, JUAN GUILLEMO MALDONADO, JORGE OSSA, ALBERTO HINCAPIE, G AGUDELO, MONICA BOTERO AGUIRRE,;
asd491;asd;8;Comportamiento de cuatro cultivares de cebolla de bulbo rojo bajo condiciones de invernadero en la zona de Manizales, Caldas;Colombia;1995;;12 - 15;7;;;;;;;LUIS FERNANDO RESTREPO BETANCUR, JOAQUIN HURTADO, REINALDO CASTRO,;
asd492;asd;10;Louis Pasteur, un hombre libre comprometido con el conocimiento;Colombia;1995;;21 - 41;32;;;;;;;MARTHA CECILIA SUAREZ ALFONSO, ENRIQUE TORRES TORRES,;
asd493;asd;8;Comportamiento y adaptación de seis materiales de ojonjolí en la granja Montelindo;Colombia;1995;;5 - 7;7;;;;;;;LUIS FERNANDO RESTREPO BETANCUR, ALBERTO ROBLEDO, GUSTABO OCHOA,;
asd494;asd;8;Comparación entre factores de ajuste multiplicativos y aditivos para produccion por lactancia en un hato Holstein;Colombia;1995;;-;;;;;;;;ELKIN MAURICIO ARBOLEDA ZAPATA,;
asd495;asd;8;Efecto de antibióticos en Rhizobium sp. Cepas CIAT 1967 y 4872 de Leucaena leucocephala;Colombia;1995;;136 - 139;25;;;;;;;MARISOL MEDINA SIERRA, FRANCISCO HERNANDO OROZCO PATINO,;
asd496;asd;8;Patrones hemaglutinantes de cepas de Escherichia coli de origen bovina :correlación con antígenos de Fimbria;Colombia;1994;;22 - 25;17;;;;;;;MARTHA CECILIA SUAREZ ALFONSO, JUDITH FIGUEROA RAMIREZ,;
asd497;asd;8;Los supuestos estadísitcos en el análisis de la varianza;Colombia;1994;;18 - 23;6;;;;;;;LUIS FERNANDO RESTREPO BETANCUR,;
asd498;asd;8;Evaluación de cepas de Bradyrhizobium con diferente resistencia a dos antibióticos y su efecto sobre el Caupí Vigna unguiculata L. Walp;Colombia;1994;;67 - 78;5;;;;;;;MARISOL MEDINA SIERRA, FRANCISCO HERNANDO OROZCO PATINO, HERNAN GOMEZ L,;
asd499;asd;8;Estudio del efecto de tres comoduladores del monofosfato cíclico de adenocina en la inducción de la ovulación. Fase I. Estudio de la ovulación en conejas;Colombia;1993;;93 - 95;6;;;;;;;BERNARDO AGUDELO JARAMILLO, JUAN GUILLEMO MALDONADO, ANTONIO BUILIES, FERNANDO MONTOYA, HILDA NORA JARAMILLO, MARIA TERESA GUTIERREZ, MONICA BOTERO AGUIRRE, GUILLERMO LATORRE SIERRA, MONICA CECILIA BOTERO AGUIRRE,;
asd500;asd;8;Caracterización Clínico -patológica de la Diarrea neonatal Aguda Indiferenciada Bovina, participación de E. coli ETEC.;Colombia;1992;;30 - 34;16;;;;;;;MARTHA CECILIA SUAREZ ALFONSO, OLIMPO OLIVER ESPINOSA, JAIME FERNANDO GONZALEZ MANTILLA, JUDITH FIGUEROA DE ALMANSA,;
asd501;asd;8;Características socioeconómicas del recolector temporal de café en el municipio de Chinchiná, Caldas;Colombia;1991;;32 - 36;4;;;;;;;LUIS FERNANDO RESTREPO BETANCUR, ISAIAS TOBASURA,;
asd502;asd;17;Cálculo de sales minerales para vacunos en pastoreo;Colombia;2016;;;;Editorial Biogenesis;;;;;;JAIME RICARDO ROSERO NOGUERA,;
asd503;asd;17;Mezclas minerales múltiples para la alimentación de bovinos;Colombia;2016;;;;Editorial Biogenesis;;;;;;SANDRA LUCIA POSADA OCHOA, CARLOS SANTIAGO ESCOBAR RESTREPO, JAIME RICARDO ROSERO NOGUERA,;
asd504;asd;17;Manual Of Lipid Extraction, Methylation And Gas Chromatography For The Study Of Different Tissues In Rumiant Research;Colombia;2011;;;0;Fondo Editorial Biogenesis;;;;;;LILIANA MAHECHA LEDESMA,;
asd505;asd;17;Manual Of Lipid Extraction, Methylation And Gas Chromatography For The Study Of Different Tissues In Rumiant Research;Colombia;2011;;;0;Fondo Editorial Biogenesis;;;;;;JOAQUIN ANGULO ARIZALA, LILIANA MAHECHA LEDESMA, MARTHA OLIVERA ANGEL, DIRK DANNENBERGER, KARIN NUERNBG,;
asd506;asd;20;Mezclas minerales múltiples para la alimentación de bovinos;Colombia;2016;;1 - 45;-;Fondo Editorial Biogénesis;;;;;;SANDRA LUCIA POSADA OCHOA, CARLOS SANTIAGO ESCOBAR, RICARDO ROSERO NOGUERA,;
asd507;asd;20;Nitrogen Fixing Endosymbiotic Bacteria: Old Chaps and New Findings;Estados Unidos;2013;;1 - 19;-;Crc Press Boca Raton Florida Usa;;;;;;MARTHA HELENA RAMIREZ BAHENA, ANGEL VALVERDE PORTAL, M ROBLEDO, L P RIVERA, E MENENDEZ, MARISOL MEDINA SIERRA, PEDRO MATEOS, JOSE MARIANO IGUAL ARROYO, RAUL RIVAS GONZALEZ,;
asd508;asd;21;Nutrient Management in Silvopastoral Systems for Economically and Environmentally Sustainable Cattle Production: A Case Study from Colombia;Croacia;2012;;201 - 216;-;;;;;;;LILIANA MAHECHA LEDESMA, JOAQUIN ANGULO ARIZALA,;
asd509;asd;20;Measurements Population Growth and Fecundity of Daphnia Magna to Different Levels of Nutrients Under Stress Conditions;Croacia;2012;;242 - 268;-;;;;;;;MONICA CECILIA BOTERO AGUIRRE,;
asd510;asd;20;Nutrient Management in Silvopastoral Systems for Economically and Environmentally Sustainable Cattle Production: A Case Study from Colombia;Croacia;2012;;201 - 217;-;;;;;;;LILIANA MAHECHA LEDESMA, JOAQUIN ANGULO ARIZALA,;
asd511;asd;20;Composición de la leche de cabra y factores nutricionales que afectan el contenido de sus componentes;Colombia;2011;;93 - 110;-;;;;;;;OSWALDO BEDOYA MEJIA, JAIME RICARDO ROSERO NOGUERA, SANDRA LUCIA POSADA OCHOA,;
asd512;asd;20;Composición de la leche de cabra y factores nutricionales que afectan el contenido de sus componentes;Colombia;2011;;110 -;-;;;;;;;OSWALDO BEDOYA, JAIME RICARDO ROSERO NOGUERA, SANDRA LUCIA POSADA OCHOA,;
asd513;asd;20;Evaluación del Uso de Tithonia diversifolia Hemsl. A. Gray ASTERACEAE, como Suplemento Forrajero de Vacas Cruzadas;Colombia;2008;;417 - 430;-;Fundación CIPAV;;;;;;LILIANA MAHECHA LEDESMA, J P ESCOBAR, JF SUAREZ, LUIS FERNANDO RESTREPO BETANCOUR,;
asd514;asd;21;Fisiología de la producción láctea en bovinos: Involución de la glándula mamaria, láctogenesis, galactopoyesis y eyección de la leche;Colombia;2007;;143 - 151;1,;Biogénesis;;;;;;JOAQUIN ANGULO ARIZALA, MARTHA OLIVERA ANGEL,;
asd515;asd;20;Uso de Tithonia diversifolia Hemsl. Gray botón de oro como reemplazo parcial del alimento concentrado, en vacas Holstein x Cebú.;Colombia;2006;;30 - 45;Evalua,;Fundación CIPAV;;;;;;LILIANA MAHECHA LEDESMA, JUAN PABLO ESCOBAR, LUIS FERNANDO RESTREPO BETANCOUR, SUAREZ JF,;
asd516;asd;20;Importancia de los programas de mejora, estudio de factores que afectan la calidad y la producción de leche y estimativa de parámetros genéticos en búfalas colombianas;Colombia;2006;;-;-;;;;;;;MARIO FERNANDO CERON MUNOZ, JORGE SERNA GALLO, NAUDIN ALEJANDRO HURTADO LUGO,;
asd517;asd;20;Principales factores que afectan la actividad celulítica bacteriana en rumiantes;Colombia;2005;;15 - 43;-;Biogénesis;;;;;;MARTHA CECILIA SUAREZ ALFONSO, JUAN ESTEBAN RESTREPO BOTERO,;
asd518;asd;20;Caracterización de los taninos en la nutrición de rumiantes;Colombia;2005;;161 - 180;-;Biogénesis;;;;;;SANDRA LUCIA POSADA OCHOA, GIOVANNI MONTOYA, ALEJANDRO CEBALLOS,;
asd519;asd;21;Alternativas nutricionales para el ganado bovino de carne en condiciones de trópico bajo;Colombia;2005;;303 - 330;1,;Biogénesis;;;;;;DANIEL F RAMIREZ, GUSTAVO CUARTAS, LILIANA MAHECHA LEDESMA,;
asd520;asd;21;Efecto de los bloques multinutricionales en la fermentación ruminal y en la reproducción del ganado bovino en condiciones de trópico bajo;Colombia;2005;;283 - 301;1,;Biogénesis;;;;;;LILIANA MAHECHA LEDESMA, GONZALO GARCIA,;
asd521;asd;20;Efecto de los taninos sobre la digestión, el metabilismo y la producción en rumiantes;Colombia;2005;;181 - 206;-;Biogénesis;;;;;;SANDRA LUCIA POSADA OCHOA, GIOVANNI MONTOYA, ALEJANDRO CEBALLOS,;
asd522;asd;20;Producción y uso de grasas protegidas en alimentación de bovinos;Colombia;2005;;137 - 157;6,;Biogénesis;;;;;;JOAQUIN ANGULO ARIZALA, LILIANA MAHECHA LEDESMA, MARTHA OLIVERA ANGEL,;
asd523;asd;20;Prostaglandinas y grasa de la leche: síntesis a partir de ácidos grasos poliinsaturados, en bovinos;Colombia;2005;;111 - 136;5,;Biogénesis;;;;;;JOAQUIN ANGULO ARIZALA, LILIANA MAHECHA LEDESMA, CARLOS GIRALDO ECHEVERRI, MARTHA OLIVERA ANGEL,;
asd524;asd;20;Ganado BON, Contribución a la preservación y propagación del Ganado Criollo Colombiano;Colombia;2003;;-;-;Fondo editorial Biogénesis, Universidad de Antioquia.;;;;;;GABRIEL BEDOYA, ERICK HERNANDEZ, NELSON BERMUDEZ, HENRY CARDONA CADAVID, CONSTANZA ELENA DUQUE VELEZ, WILLIAM ARIAS , ANA VICTORIA VALENCIA, JORGE OSSA, MARTA OLIVERA, LUIS GUILLERMO CARVAJAL, ANDRES RUIZ LINARES,;
asd525;asd;20;Valor Nutricional y utilización del Botón de Oro Tithonia diversifolia en la alimentación animal;Colombia;2003;;250 - 260;1,;Fundación CIPAV;;;;;;LILIANA MAHECHA LEDESMA,;
asd526;asd;20;Directiva del Parlamento Europeo soble el alojamiento de Gallinas ponedoras;Colombia;2003;;197 - 219;01,;;;;;;;JUAN DAVID SORZA ZAPATA,;
asd527;asd;20;MIlk production and quality and buffalo genetic procceding in the state of Sao Paulo, Brazil;Brasil;2002;;267 - 280;-;;;;;;;MARIO FERNANDO CERON MUNOZ, HUMBERTO TONHATI,;
asd528;asd;20;Experiencias en un sistema silvopastoril de Leucaena leococephala-Cynodon plestostachyus-Prosopis juliflora en el Valle del Cauca, Colombia;Italia;1999;;20 - 30;-;Impreandes Prescencia;;;;;;LILIANA MAHECHA LEDESMA, MAURICIO ROSALES LENIS, E MOLINA, CARLOS HERNANDO MOLINA DURAN,;
asd529;asd;20;Nuevas Biotecnologías y Mejoramiento Genético Animal;Perú;1997;;-;-;;;;;;;MARIO FERNANDO CERON MUNOZ, HUMBERTO TONHATI,;
asd530;asd;20;El cultivo de moluscos en Colombia;Colombia;1990;;173 - 187;-;;;;;;;GUSTAVO ADOLFO LENIS SUCERQUIA, LUIS ALFONSO SUAREZ,;
asd531;asd;27;UTILIZAO DOS AGONISTAS b -ADRENERGICOS NA ALIMENTAAO ANIMAL;;2005;;Nro. Paginas:;;;;;;;;JAIME RICARDO ROSERO NOGUERA,;
asd532;asd;27;Curso de Producción Acuícola;;2003;;Nro. Paginas: 12;;;;;;;;MONICA CECILIA BOTERO AGUIRRE,;
asd533;asd;27;Interao genótipo-ambiente na produo de leite e avaliao genética de bovinos da raa holandesa em diferentes regies da Colmbia;;1999;;Nro. Paginas:;;;;;;;;MARIO FERNANDO CERON MUNOZ,;
asd534;asd;27;El Cuy;;1998;;Nro. Paginas: 3;;;;;;;;JAIME RICARDO ROSERO NOGUERA, JORGE LUIS TOBAR, GUILLERMO BENAVIDES, JOHNSON ESPINOSA,;
asd535;asd;27;Manual Curso de producción cunícula;;1993;;Nro. Paginas: 21;;;;;;;;MONICA CECILIA BOTERO AGUIRRE,;
asd536;asd;34;Cálculo de sales minerales para vacunos en pastoreo.;;2016;;;;;;;;;;RICARDO ROSERO NOGUERA, SANDRA LUCIA POSADA OCHOA,;
asd537;asd;34;Cálculo de sales minerales para vacunos;;2016;;;;;;;;;;RICARDO ROSERO NOGUERA, SANDRA LUCIA POSADA OCHOA,;
asd538;asd;34;Mezclas minerales múltiples para la alimentación de bovinos. Aplicación y formulación;;2016;;;;;;;;;;SANDRA LUCIA POSADA OCHOA, CARLOS SANTIAGO ESCOBAR, RICARDO ROSERO NOGUERA,;
asd539;asd;34;Determinao do coeficiente respiratório em gado zebú submetido a diferentes planos de alimentao;Brasil;2009;;0;;;;;;;;SANDRA LUCIA POSADA OCHOA, ANA LUIZA COSTA CRUZ BORGES, NORBERTO MARIO RODRIGUEZ, RICARDO REIS E SILVA, JAIME RICARDO ROSERO NOGUERA, MARIA GAZZINELLI NEVES,;
asd540;asd;34;Comparao da digestibilidade da matéria seca real e a predita desde a composio da rao;Brasil;2009;;0;;;;;;;;SANDRA LUCIA POSADA OCHOA, ANA LUIZA COSTA CRUZ BORGES, NORBERTO MARIO RODRIGUEZ, RICARDO REIS E SILVA, JAIME RICARDO ROSERO NOGUERA, PAOLO DUTRA VIVENZA,;
asd541;asd;34;Descrio da produo de metano em gado zebuino com diferentes planos de alimentao;Brasil;2009;;0;;;;;;;;SANDRA LUCIA POSADA OCHOA, ANA LUIZA COSTA CRUZ BORGES, NORBERTO MARIO RODRIGUEZ, RICARDO REIS E SILVA, JAIME RICARDO ROSERO NOGUERA, RAFAEL FERREIRA CRUZ,;
asd542;asd;34;Comparao da Energia Metabolizável Real e Estimada a partir da Digestibilidade da Rao durante Etapa de Crescimento e Engorda em Gado Nelore;Brasil;2009;;0;;;;;;;;SANDRA LUCIA POSADA OCHOA, ANA LUIZA COSTA CRUZ BORGES, NORBERTO MARIO RODRIGUEZ, RICARDO REIS E SILVA, JAIME RICARDO ROSERO NOGUERA, PAOLO DUTRA VIVENZA,;
asd543;asd;34;Comparao do Consumo de Matéria Seca Real e Estimado Através de Equaes;Brasil;2009;;0;;;;;;;;SANDRA LUCIA POSADA OCHOA, ANA LUIZA COSTA CRUZ BORGES, RICARDO REIS E SILVA, JAIME RICARDO ROSERO NOGUERA, LUIZA FENATI BICALHO,;
asd544;asd;34;Determinao da Energia Líquida para Ganho de Peso de Novilhos da Raa Nelore Durante a Etapa de Crescimento e Engorda;Brasil;2009;;0;;;;;;;;SANDRA LUCIA POSADA OCHOA, ANA LUIZA COSTA CRUZ BORGES, NORBERTO MARIO RODRIGUEZ, RICARDO REIS E SILVA, JAIME RICARDO ROSERO NOGUERA, PAOLO DUTRA VIVENZA,;
asd545;asd;34;Doma de bovinos para a realizao de experimentos científicos;Brasil;2008;;0;;;;;;;;SANDRA LUCIA POSADA OCHOA, ANA LUIZA COSTA CRUZ BORGES, NORBERTO MARIO RODRIGUEZ, RICARDO REIS E SILVA, JAIME RICARDO ROSERO NOGUERA, HELENA FERREIRA LAGE,;
asd546;asd;34;Ajuste diário do fornecimento de alimento para novilhos zebuínos durante o período de adaptao em manipulao experimental;Brasil;2008;;0;;;;;;;;SANDRA LUCIA POSADA OCHOA, ANA LUIZA COSTA CRUZ BORGES, NORBERTO MARIO RODRIGUEZ, JAIME RICARDO ROSERO NOGUERA, ANA PAULA DE MELO,;
asd547;asd;34;Utilizao de Indicadores para Estimativa de Produo Fecal em Ensaio de Digestibilidade;Brasil;2008;;0;;;;;;;;SANDRA LUCIA POSADA OCHOA, ANA LUIZA COSTA CRUZ BORGES, NORBERTO MARIO RODRIGUEZ, JAIME RICARDO ROSERO NOGUERA, PAOLO DUTRA VIVENZA,;
asd548;asd;34;Evaluación productiva y reproductiva del hato Chimangual propiedad de la Universidad de Narińo durante el ańo 1998;Colombia;1998;;72;;;;;;;;JAIME RICARDO ROSERO NOGUERA, ROSA LILA PEREIRA TUPAZ,;
asd549;asd;23;SSPi producen elevada cantidad de carne de alta calidad en Colombia y México;Colombia;2012;;60 - 72;129;;;;;;;LILIANA MAHECHA LEDESMA, GABRIELA CORRAL, MARIA MERCEDES MURGUEITIO, CARLOS SANCHEZ-BRITO, JOAQUIN ANGULO ARIZALA, MARTHA OLIVERA ANGEL, BALDOMERO SOLORIO, ALVARO ZAPATA, CESAR CUARTAS, JUAN FERNANDO NARANJO, CARLOS RODRIGUEZ-MUELA, JOSE RAMIREZ, ALBERTO MEJIA, MARTHA XOCHITL, ENRIQUE MURGUEITIO,;
asd550;asd;23;El hueso de la gallina ponedora;Colombia;2008;;15 -;156;;;;;;;JUAN DAVID SORZA ZAPATA,;
asd551;asd;23;USO DE GRASA SOBREPASANTE EN DIETAS DE VACAS LUCERNA PASTOREANDO UN SISTEMA SILVOPASTORIL DE ALTA DENSIDAD ARBÓREA .;Colombia;2005;;351 - 351;18;;;;;;;JOAQUIN ANGULO ARIZALA, LILIANA MAHECHA LEDESMA, MARTHA OLIVERA ANGEL, SALAZAR BLANCA, SUAREZ JUAN F, LOPERA JOHN, MOLINA CARLOS H, MOLINA ENRIQUE,;
asd552;asd;23;EFECTO DE LA SUPLEMENTACIÓN CON GRASA SOBREPASANTE EN VACAS DE CARNE DE PRIMER PARTO;Colombia;2005;;354 - 354;18;;;;;;;JOAQUIN ANGULO ARIZALA, LILIANA MAHECHA LEDESMA, MARTHA OLIVERA ANGEL, CERON MARIO, JORGE GALLO,;
asd553;asd;23;EFECTO DE LA SUPLEMENTACIÓN CON GRASA SOBREPASANTE, SOBRE ALGUNOS PARÁMETROS REPRODUCTIVOS DE VACAS DE CARNE;Colombia;2005;;353 - 353;18;;;;;;;JOAQUIN ANGULO ARIZALA, LILIANA MAHECHA LEDESMA, CARLOS GIRALDO ECHEVERRI, MARTHA OLIVERA ANGEL, CERON MARIO,;
asd554;asd;23;Análisis sensorial de la carne de búfalo en la ciudad de Palmira;Colombia;2005;;20 - 21;52;;;;;;;NAUDIN ALEJANDRO HURTADO LUGO, CESAR HERNAN RODRIGUEZ GARAVITO, MANUEL RODRIGUEZ, LUIS RESTREPO,;
asd555;asd;23;Utilización de perfiles metabólicos en el monitoreo nutricional de rumiantes;Colombia;2005;;7 - 8;;;;;;;;JAIME RICARDO ROSERO NOGUERA,;
asd556;asd;23;El búfalo de agua: un eficiente utilizador de nutrientes;Colombia;2004;;5 - 10;;;;;;;;ROBERTO ARTURO ANGULO ARROYAVE, JAVIER VARGAS,;
asd557;asd;22;Aspectos a tenerse en cuenta en programas de mejoramiento genético de bfalos lecheros caso Colombiano- Parte I;Colombia;2004;;9 - 14;9;;;;;;;NAUDIN ALEJANDRO HURTADO LUGO, MARIO FERNARDO CERON, TORRES EDGAR, TONHATI HUMBERTO, NAUDIN ALEJANDRO HURTADO, JORGE SERNA,;
asd558;asd;23;Calidad y producción de la leche de búfalo Bubalus bubalis en Colombia: Efectos del medio ambiente y la época del ańo;Colombia;2004;;26 - 27;;;;;;;;ROBERTO ARTURO ANGULO ARROYAVE, CRISTIAN ARIAS, DIEGO MAFLA, LUIS F RESTREPO, JESUS A BERDUGO,;
asd559;asd;23;Producción y consumo de la carne de búfalo en Colombia;Colombia;2004;;17 - 18;;;;;;;;ROBERTO ARTURO ANGULO ARROYAVE, JESUS A BERDUGO,;
asd560;asd;23;Sistematización del tiempo de reacción electivo en fútbol infantil;Colombia;2003;;103 - 115;22;;;;;;;LUIS FERNANDO RESTREPO BETANCUR, JUAN ALEJANDRO PARIS, MARIA DEL CONSUELO CALLE, RICARDO LEON MARQUEZ, VICTOR HUGO ARBOLEDA, NARGOD NORENA,;
asd561;asd;23;Misión e importancia del Comité Internacional de Registro Animal ICAR;Colombia;2003;;19 - 21;161;;;;;;;MARIO FERNANDO CERON MUNOZ, JUAN FERNANDO MEDINA LONDONO, NAUDIN ALEJANDRO HURTADO LUGO,;
asd562;asd;23;El búfalo y su comercialización en Colombia;Colombia;2003;;20 - 22;;;;;;;;NAUDIN ALEJANDRO HURTADO LUGO, JESUS BERDUGO,;
asd563;asd;23;Perspectiva de las evaluaciones genéticas en Latinoamérica;Colombia;2003;;22 - 24;161;;;;;;;NAUDIN ALEJANDRO HURTADO LUGO, HUMBERTO TONHATI, CLAUDIO COSTA, CARLOS SOLARTE PORTILLA,;
asd564;asd;23;Mercadeo y comercialización de los productos bufalinos en la Ciudad de Medellín, Colombia;Colombia;2002;;-;01;;;;;;;NAUDIN ALEJANDRO HURTADO LUGO, JOSE FERNANDO GUARIN,;
asd565;asd;23;Importancia de los minerales en búfalos de agua;Colombia;2002;;6 - 8;1;;;;;;;ROBERTO ARTURO ANGULO ARROYAVE,;
asd566;asd;23;Interacción genótipo-ambiente;Colombia;2001;;-;;;;;;;;MARIO FERNANDO CERON MUNOZ, CLAUDIO NAPOLIS COSTA, OSCAR FERNANDO BENAVIDES, HUMBERTO TONHATI,;
asd567;asd;22;Estar en europa desde la Uex;Espańa;1996;;48 - 48;;;;;;;;MARTHA CECILIA SUAREZ ALFONSO, E FERNANDEZ,;
asd568;asd;23;La harina de pescado;Colombia;1987;;-;;;;;;;;JUAN DAVID SORZA ZAPATA,;
asd569;asd;23;Vermicultura. La lombriz desperdicio orgánico y alimento;Colombia;1987;;-;;;;;;;;JUAN DAVID SORZA ZAPATA,;
asd570;asd;23;Formulación de dietas;Colombia;1987;;-;;;;;;;;JUAN DAVID SORZA ZAPATA,;
asd571;asd;23;Un tranvia llamado pensum;Colombia;1986;;-;;;;;;;;JUAN DAVID SORZA ZAPATA,;
asd572;asd;18;Manual de Laboratorio de Bioquimica de las Ciencias Zootecnicas;Colombia;2008;;60;;Universidad De Antioquia;;;;;;SILVIO ANTONIO AYALA LOPERA,;
asd573;asd;18;Manual Para El Laboratorio De Nutrición Animal;Colombia;2004;;49;100;Editorial Universidad de Antioquia;;;;;;SILVIO ANTONIO AYALA LOPERA,;
asd574;asd;18;Probabilidad y Estadísitca;Colombia;1998;;141;;Universidad De Caldas;;;;;;LUIS FERNANDO RESTREPO BETANCUR, LEON CARDONA, LEONEL PALOMA,;
asd575;asd;18;Aspecto biológico y fisicoquímico del rio Medellín;Colombia;1997;;184;1;;;;;;;GUSTAVO ADOLFO LENIS SUCERQUIA, TITO MACHADO CARTAGENA, ALBERTO URAN CARDONA, JHON JAIRO RAMIREZ RESTREPO, ALVARO WILLS TORO, MARIA VICTORIA BLANDON, MARIA CECILIA GONZALEZ, NORA ELENA VILLEGAS,;
