CODGP_PROD; CODGP; GP_TIPO_PROD; Nombre Producto; Lugar; Año; Idioma; Páginas; Volumen; Editorial; Ambito; DOI; Descripción; Instituciones; Tipo Vincula Institu; Autores
asd379;asd;8;Caracterización productiva y reproductiva de las explotaciones ganaderas del Bajo Cauca y el Litoral Atlántico Antioqueńos. II. Comportamiento de cuatro grupos raciales Bos indicus en un sistema de bosque seco tropical bs-T.;Colombia;2003;;117 - 125;16;;;;;;;GUSTAVO ADOLFO GARCIA HENAO, JUAN GUILLERMO MALDONADO ESTRADA, JUAN GUILLERMO LOPEZ,;
asd380;asd;9;Aceptabilidad del follaje de Acacia mangium Willd por novillas y vacas adultas Cebú;Colombia;2003;;20 -;17;;;;;;;JOAQUIN ANGULO ARIZALA, LILIANA MAHECHA LEDESMA, SUAREZ JORGE, IVAN RODRIGUEZ ORTEGA,;
asd381;asd;9;Evaluación de la ganancia de peso y condición corporal de vacas Cebú gestantes en sistemas silvopastoriles de Acacia mangium y Brachiaria humidícola:I. época seca;Colombia;2003;;20 - 20;17;;;;;;;JOAQUIN ANGULO ARIZALA, LILIANA MAHECHA LEDESMA, IVAN RODRIGUEZ ORTEGA, PABLO ESTEBAN CAMPOS, PABLO LONDONO,;
asd382;asd;9;Evaluación de colores como atrayentes de trampas atrapamoscas en la Escuela de Carabineros de la Policía Nacional sede Medellín;Colombia;2003;;20 - 20;17;;;;;;;JOAQUIN ANGULO ARIZALA, CARLOS GIRALDO ECHEVERRI, LINA MARIA CARRILLO,;
asd383;asd;8;Modelos matemáticos para estimar os parametros de degradaao de sorgo através das curvas de produao de gás;Colombia;2003;;2 - 9;25;;;;;;;JAIME RICARDO ROSERO NOGUERA, LUCIO CARLOS GONCALVES, NORBERTO MARIO RODRIGUEZ, ELOISA DE OLIVEIRA SIMOES, JOSE AVELINO DOS SANTOS RODRIGUES,;
asd384;asd;9;ESTIMACIÓN DE LA INMOVILIZACIÓN DE CARBONO EN HECES Y LA RETENCIÓN DE CARBONO EN EL ANIMAL EN SISTEMAS SILVOPASTORILES DE Acacia mangium y Brachiaria humidícola, EN EL MUNICIPIO DE CAUCASIA ANTIOQUIA.;Colombia;2003;;27 - 27;16;;;;;;;YOHAN CHALARCA, LUIS ALFONSO GIRALDO VALDERRAMA, LILIANA MAHECHA LEDESMA,;
asd385;asd;9;Evaluación de los parámetros reproductivos y bovinométricos de ganado Aberdeenangus Cebú en la hacienda La Leyenda en el Bajo Cauca Antioqueńo;Colombia;2003;;291 - 291;16;;;;;;;EDUARDO DE JESUS ACEVEDO, SANTIAGO SOSA CATANO, LILIANA MAHECHA LEDESMA,;
asd386;asd;9;Sistemas silvopastoriles que involucran ganado pastando bajo árboles maderables;Colombia;2003;;290 - 290;16;;;;;;;LILIANA MAHECHA LEDESMA, RAFAEL GRANADA MENDOZA,;
asd387;asd;9;Evaluación del silvopastoreo como alternativa del destete precoz en terneros Cebú;Colombia;2003;;185 - 185;16;;;;;;;LILIANA MAHECHA LEDESMA, DIEGO GIRALDO,;
asd388;asd;8;Heterosis para pesos a los 18 meses y al sacrificio en un hato cebú-cruzado;Colombia;2003;;-;;;;;;;;ELKIN MAURICIO ARBOLEDA ZAPATA,;
asd389;asd;10;Importancia de los sistemas silvopastoriles y principales limitantes para su implementación en la ganadería colombiana;Colombia;2003;;11 - 18;16;;;;;;;LILIANA MAHECHA LEDESMA,;
asd390;asd;8;Interrupción temporal de la lactancia y presentación de estro en vacas cebu posparto;Colombia;2003;;215 - 219;16;;;;;;;LILIANA MAHECHA LEDESMA, MARY LUZ CARDONA, DAMARIS HENAO, MARTHA OLIVERA ANGEL,;
asd391;asd;8;Transformación de raices de Kudzu Pueraria phaseoloides y zanahoria Daucus carota var. danvers 126 con diferentes cepas de Agrobacterium rhizogenes para multiplicación de hongos MA;Colombia;2002;;52 - 57;4;;;;;;;MARISOL MEDINA SIERRA, MARIA ELENA MARQUEZ, FRANCISCO HERNANDO OROZCO PATINO,;
asd392;asd;8;Parmetros genéticos do peso e escores visuais de prepúsio e umbigo em gado de corte;Brasil;2002;;179 - 184;18;;;;;;;MARCO ANTONIO VIU, HUMBERTO TONHATI, MARIO FERNANDO CERON MUNOZ, LUIS FRIES, RODRIGO TEIXEIRA,;
asd393;asd;8;Contagem de células somáicas e produo de leite em bubalinos;Brasil;2002;;8 - 10;57;;;;;;;MARIO FERNANDO CERON MUNOZ, HUMBERTO TONHATI, JEANNE MENDES CATTINE DUARTE,;
asd394;asd;10;La situación de la ganadería de carne en Colombia y perspectivas sostenibles para estimular su competitividad;Colombia;2002;;213 - 225;15;;;;;;;LILIANA MAHECHA LEDESMA, LUIS ALBERTO GALLEGO, FRANCISCO JAVIER PELAEZ,;
asd395;asd;10;Principales beneficicos y limitantes de los sistemas silvopastoriles;Colombia;2002;;1 - 16;16;;;;;;;LILIANA MAHECHA LEDESMA, ANGULO JOAQUIN,;
asd396;asd;9;Effect of suckling restriction on heat presentation in pospartum zebu cows;Estados Unidos;2002;;262 - 262;66;;;;;;;LILIANA MAHECHA LEDESMA, MARY LUZ CARDONA, DAMARIS HENAO, MARTHA OLIVERA ANGEL,;
asd397;asd;10;El silvopastoreo: una alternativa de producción que disminuye el impacto ambiental de la ganadería bovina;Colombia;2002;;226 - 231;15;;;;;;;LILIANA MAHECHA LEDESMA,;
asd398;asd;8;Predicción del peso vivo a través del perímetro torácico en la raza bovina Lucerna;Colombia;2002;;88 - 91;15;;;;;;;LILIANA MAHECHA LEDESMA, LUIS PHANOR MANRIQUE, ANGULO JOAQUIN,;
asd399;asd;9;Influencia de la interrupción temporal del amamantamiento sobre el peso al destete de terneros Cebú mantenidos en sistemas silvopastoriles con suplementación;Colombia;2002;;340 - 340;15;;;;;;;LILIANA MAHECHA LEDESMA, MARY LUZ CARDONA, DAMARIS HENAO, MARTHA OLIVERA ANGEL, LUIS FERNANDO RESTREPO BETANCOUR,;
asd400;asd;9;Resistencia a la proteina C activada y factor V Leiden en un grupo de pacientes con trombosis venosa profunda;Colombia;2002;;316 - 317;27;;;;;;;HENRY CARDONA CADAVID, GABRIEL BEDOYA, LUIS IGNACIO TOBON, JOSE DOMINGO TORRES, ANGELA PATRICIA CADAVID, ANA MARIA SUAREZ, SERGEI CASTANEDA, WALTER CARDONA, FABIOLA QUINTERO, LEONOR ALVAREZ,;
asd401;asd;8;Establecimiento de una base de datos para la elaboración de tablas de contenido nutricional de alimentos para animales;Colombia;2002;;240 - 246;15;;;;;;;SILVIO ANTONIO AYALA LOPERA, MANUEL GUILLERMO CARDONA LOPEZ, SANDRA LUCIA POSADA OCHOA, JUAN DAVID SORZA ZAPATA, JUAN CARLOS CARMONA AGUDELO, OLGA LUCIA ALVAREZ,;
asd402;asd;8;Características físico-químicas do leite de búfalas ao longo da lactao;Brasil;2002;;3 - 7;57;;;;;;;MARCELO DE FARIA, HUMBERTO TONHATI, MARIO FERNANDO CERON MUNOZ, JEANNE MENDES CATTINE DUARTE, BRENO VASCONCELLOS,;
asd403;asd;8;Termolise evaporativa total de ovinos lanados sob trs temperaturas ambientais;Brasil;2002;;2070 - 2077;5;;;;;;;JOSIANE MARIA CARDOSO STARLING, ROBERTO GOMES DA SILVA, MARIO FERNANDO CERON MUNOZ, GERALDO BARBOSA, MATHEOS PARANHOS DA COSTA,;
asd404;asd;8;A review of the acid-base metabolism and its relationship with poultry nutrition;Colombia;2002;;198 - 206;15;;;;;;;HUGO ROMERO SANCHEZ, BETANCOURT L,;
asd405;asd;8;Effect of an hydrated nutritional supplement in neonatal broiler chickens;Colombia;2002;;-;15;;;;;;;CUERVO M, HUGO ROMERO SANCHEZ,;
asd406;asd;8;Presence of American cutaneous Leishmaniasis vectors sorrounding the city of Medellín, Colombia;Brasil;2002;;641 - 642;97;;;;;;;JAIME HERNAN URIBE VALENCIA, LUZ ADRIANA AGUDELO, DIANA SIERRA, FREDY RUIZ, LUZ ADRIANA AGUDELO URIBE, IVAN DARIO VELEZ,;
asd407;asd;8;Producción animal y contaminación por fosfatos alternativas de solución desde la porcicultura;Colombia;2002;;373 - 379;15;;;;;;;JORGE HERNAN AGUDELO TRUJILLO,;
asd408;asd;8;Evaluación de la respuesta productiva y económica de cedos mestizos en las etapas de levante y ceba utilizando cuatro niveles de harina de yuca Mannihot utilissima;Colombia;2002;;207 - 212;15;;;;;;;ELKIN TABORDA RESTREPO, SILVIOA ANTONIO AYALA LOPERA, MANUEL GUILLERMO CARDONA LOPEZ, SANDRA LUCIA POSADA OCHOA, JUAN CARLOS CARMONA AGUDELO, LUIS FERNANDO RESTREPO BETANCUR,;
asd409;asd;8;Alcalosis ruminal bovina;Colombia;2002;;5 - 13;19;;;;;;;CARLOS HUMBERTO TAMAYO PATINO,;
asd410;asd;8;Comparación morfométrica entre machos y hembras de cachama negra mantenidos en estanque;Espańa;2002;;-;1;;;;;;;LUIS FERNANDO RESTREPO BETANCUR, MARTA OLIVERA, HERMES PINEDA,;
asd411;asd;8;Evaluación de dos métodos de crio preservación sobre la calidad de embriones producidos in vitro;Colombia;2002;;286 - 292;15;;;;;;;LUIS FERNANDO RESTREPO BETANCUR, CESAR A SERRANO, ROSA SIERRA, JUAN E SANCHEZ, CESAR AUGUSTO SERRANO NOVOA, MARTA OLIVERA, MARTHA OLIVERA ANGEL,;
asd412;asd;8;Acerca del diseńo experimental en educación física y deporte;Colombia;2002;;48 - 53;6;;;;;;;LUIS FERNANDO RESTREPO BETANCUR, JAVIER TABORDA,;
asd413;asd;8;Caracterización productiva y reproductiva de las explotaciones ganaderas del bajo cauca y el litoral atlántico antioqueńos. I. Haciendas La Leyenda y La Candelaria;Colombia;2002;;293 - 301;15;;;;;;;GUSTAVO ADOLFO GARCIA HENAO, CARLOS A CARDENAS A, VICTOR MONTERROSA M, LAZARO VALECIA C, JUAN GUILLERMO MALDONADO ESTRADA,;
asd414;asd;8;Estudio bovinometrico y de relaciones entre medidas corporales y el peso vivo en la raza lucerna.;Colombia;2002;;80 - 87;15;;;;;;;JOAQUIN ANGULO ARIZALA, LILIANA MAHECHA LEDESMA, LUIS PHANOR MANRIQUE,;
asd415;asd;8;Predicción del peso vivo a través del perímetro torácico en la raza bovina Lucerna.;Colombia;2002;;88 - 91;15;;;;;;;JOAQUIN ANGULO ARIZALA, LILIANA MAHECHA LEDESMA, LUIS PHANOR MANRIQUE,;
asd416;asd;8;Establecimiento de una base de datos para la elaboración de tablas de contenido nutricional de alimentos para animales;Colombia;2002;;240 - 246;15;;;;;;;SANDRA LUCIA POSADA OCHOA, JUAN DAVID SORZA ZAPATA, OLGA LUCIA ALVAREZ, JUAN CARLOS CARMONA AGUDELO, SILVIO ANTONIO AYALA LOPERA, MANUEL GUILLEMO CARDONA LOPEZ,;
asd417;asd;8;Evaluación de la respuesta productiva y económica de cerdos mestizos en las etapas de levante y ceba utilizando cuatro niveles de harina de yuca Mannihot utilissima;Colombia;2002;;207 - 212;15;;;;;;;SANDRA LUCIA POSADA OCHOA, ELKIN TABORDA RESTREPO, LUIS FERNANDO RESTREPO, JUAN CARLOS CARMONA AGUDELO, SILVIO ANTONIO AYALA LOPERA, MANUEL GUILLEMO CARDONA LOPEZ, LUIS FERNANDO RESTREPO BETANCUR,;
asd418;asd;9;Identificación de los genotipos de K-caseína en una muestra de búfalos de agua Bubalus bubalis;Colombia;2001;;67 - 67;14;;;;;;;JESUS BERDUGO, TERESA MIRA, JORGE VEGA PARRA, HENRY CARDONA CADAVID,;
asd419;asd;9;Evaluación de marcadores genéticos para pruebas de paternidad en ganado Brahman;Colombia;2001;;68 - 68;14;;;;;;;HENRY CARDONA CADAVID, ANDRES RUIZ LINARES, GABRIEL DE JESUS BEDOYA BERRIO, CARVAJAL L, NELSON RAUL BERMUDEZ GONZALEZ, MARIA ELENA MARQUEZ,;
asd420;asd;8;Interacción genotipo-ambiente en ganado Holstein colombiano;Venezuela;2001;;74 - 78;9;;;;;;;MARIO FERNANDO CERON MUNOZ, CLAUDIO NAPOLIS COSTA, OSCAR FERNANDO BENAVIDES, HUMBERTO TONHATI,;
asd421;asd;8;Efeitos ambientais sobre a produo no dia do controle e características físico-quimicas do leite em um rebanho bubalino no estado de So Paulo;Brasil;2001;;16 - 19;56;;;;;;;JEANNE MENDES CATTINE DUARTE, HUMBERTO TONHATI, MARIO FERNANDO CERON MUNOZ, MITHON HONORIO MUNOZ BERROCAL, TAISSA DE SOUZA CANAES,;
asd422;asd;8;Interacciones Aeschynomene spp. con bacterias rhizobiaceae de suelos deradados por minería de aluvión;Colombia;2001;;249 - 255;31;;;;;;;MARISOL MEDINA SIERRA, FRANCISCO HERNANDO OROZCO PATINO, ALEXANDRA MARIA CUARTAS, LINA ROSA RESTREPO V,;
asd423;asd;9;Comportamiento de vacas Lucerna en silvopastoreo en diferentes épocas del ańo;Colombia;2001;;91 - 91;14;;;;;;;LILIANA MAHECHA LEDESMA, MAURICIO ROSALES LENIS, CARLOS VICENTE DURAN, CARLOS HERNANDO MOLINA DURAN,;
asd424;asd;9;Disponibilidad y calidad del forraje en un sistema silvopastoril conformado por Cynodon plestostachyus, Leucaena leucocephala y Prosopis juliflora durante diferentes épocas del ańo;Colombia;2001;;91 - 91;14;;;;;;;LILIANA MAHECHA LEDESMA, MAURICIO ROSALES LENIS, CARLOS VICENTE DURAN, CARLOS HERNANDO MOLINA DURAN,;
asd425;asd;9;Estudio bovinométrico de la raza bovina Lucerna del Valle del Cauca;Colombia;2001;;69 - 69;14;;;;;;;LILIANA MAHECHA LEDESMA, LUIS PHANOR MANRIQUE PORTOCARRERO, ANGULO JOAQUIN,;
asd426;asd;9;Dinámica de los anticuerpos contra las enfermedades de Newcastle, Bronquitis infecciosa y Gumboro en un lote de ponedoras durante todo el ciclo de producción;Colombia;2001;;74 - 74;14;;;;;;;MONICA MARIA ESTRADA PAREJA, SILVIA RICO GUERRA, SADOH MOLINA,;
asd427;asd;9;Efecto de la sombra arbórea sobre los hábitos de pastoreo y el consumo de vacas cebú en Caucasia Antioquia;Colombia;2001;;91 - 91;14;;;;;;;B ESCOBAR, R HERNANDEZ, LUIS ALFONSO GIRALDO VALDERRAMA, LILIANA MAHECHA LEDESMA,;
asd428;asd;8;Evaluación de los microorganismos eficaces en producción de abono orgánico a partir del estiercol de aves de jaula;Colombia;2001;;162 - 164;14;;;;;;;MONICA MARIA ESTRADA PAREJA, JOSE FERNANDO URIBE SOTO, SANTIAGO CORDOVA, DIANA BEDOYA,;
asd429;asd;9;Contenido nutricional óptimo del alimento prepico para gallinas ponedoras comerciales semipesadas suplementado con enzimas exógenas.;Colombia;2001;;40 - 40;14;;;;;;;JUAN DAVID SORZA ZAPATA, MANUEL GUILLERMO CARDONA LOPEZ, SANDRA LUCIA POSADA OCHOA, SILVIO ANTONIO AYALA LOPERA, ERIKA GARCIA, RAQUEL AGUDELO,;
asd430;asd;9;Avaliaao nutricional de sementes de girassol helianthus annus e feno de Tifton em ensaio de digestibilidade aparente. 1. Consumo e digestibilidade da matétia seca e componentes fibrosos;Brasil;2001;;1203 - 1204;38;;;;;;;MARTIN PENTREATH, NORBERTO MARIO RODRIGUEZ, LUCIO CARLOS GONCALVES, JAIME RICARDO ROSERO NOGUERA,;
asd431;asd;9;pH, materia seca, proteína e notrogenio amoniacal das silagens de quatro cultivares de girassol Hellianthus annus ensilados com diferentes proporoes da planta;Brasil;2001;;166 - 167;38;;;;;;;JAIME RICARDO ROSERO NOGUERA, LUCIO CARLOS GONCALVES, JOSE AVELINO SANTOS RODRIGUES, MARTIN PENTREATH, NORBERTO MARIO RODRIGUEZ, IRAN BORGES, ELOISA DE OLIVEIRA SIMOES, ANA LUIZA COSTA CRUZ BORGES,;
asd432;asd;9;Fibra em detergente neutro e fibra em detergente ácido das silagens de quatro cultivares de girassol Helliantus annus ensilados com diferentes proporoes da planta;Brasil;2001;;165 - 166;38;;;;;;;JAIME RICARDO ROSERO NOGUERA, LUCIO CARLOS GONCALVES, JOSE AVELINO SANTOS RODRIGUES, MARTIN PENTREATH, NORBERTO MARIO RODRIGUEZ, IRAN BORGES,;
asd433;asd;9;Predicción del peso vivo a través del perímetro torácico en la raza bovina Lucerna;Colombia;2001;;69 - 69;14;;;;;;;JOAQUIN ANGULO ARIZALA, LILIANA MAHECHA LEDESMA, LUIS PHANOR MANRIQUE,;
asd434;asd;9;Estudio Bovinométrico y relaciones entre medidas corporales y el peso vivo en la raza Lucerna;Colombia;2001;;69 - 69;14;;;;;;;JOAQUIN ANGULO ARIZALA, LILIANA MAHECHA LEDESMA, LUIS PHANOR MANRIQUE,;
asd435;asd;8;Sperm characterization in Agouti paca and Agouti taczanowskii;Canadá;2001;;-;;;;;;;;DIEGO HOYOS DUQUE, ALAN SMITH, A RAMIREZ, S MOLINA, F VALENCIA, J SANCHEZ, GUSTAVO ADOLFO GARCIA HENAO, LUIS FERNANDO RESTREPO B, MATHA OLIVERA ANGEL,;
asd436;asd;8;Lo bueno, la malo y lo feo del 1444;Colombia;2001;;25 - 28;2;;;;;;;LUIS FERNANDO RESTREPO BETANCUR, MARTA OLIVERA, JORGE OSSA,;
asd437;asd;8;Aplicación de modelo LOGIT en Educación Física;Colombia;2001;;121 - 132;21;;;;;;;LUIS FERNANDO RESTREPO BETANCUR, JULIAN GONZALEZ LOPEZ, JAVIER TABORDA,;
asd438;asd;8;Sperm Characterization in Agouti paca and Agouti taczanowskii;Canadá;2001;;-;;;;;;;;LUIS FERNANDO RESTREPO BETANCUR, G A GARCIA, A RAMIREZ, S MOLINA, F VALENCIA, M OLIVERA, J SANCHEZ,;
asd439;asd;8;Rumen, salud y reproducción, relaciones y efectos;Colombia;2001;;79 - 90;18;;;;;;;CARLOS HUMBERTO TAMAYO PATINO,;
asd440;asd;9;Establecimiento de una base de datos para la elaboración de tablas de contenido nutricional de alimentos para animales;Colombia;2001;;27 - 27;14;;;;;;;SILVIO ANTONIO AYALA LOPERA, MANUEL GUILLEMO CARDONA LOPEZ, SANDRA LUCIA POSADA OCHOA, JUAN DAVID SORZA ZAPATA, JUAN CARLOS CARMONA AGUDELO, OLGA LUCIA ALVAREZ,;
asd441;asd;9;Contenido nutricional óptimo del alimento prepico para gallinas ponedoras comerciales semipesadas suplementado con exoenzimas exógenas 2.;Colombia;2001;;40 - 40;14;;;;;;;SILVIO ANTONIO AYALA LOPERA, MANUEL GUILLERMO CARDONA LOPEZ, SANDRA LUCIA POSADA OCHOA, ERIKA MARIA GARCIA GOMEZ, RAQUEL VIVIANA AGUDELO, JUAN DAVID SORZA ZAPATA,;
asd442;asd;9;Evaluación de la respuesta productiva y económica de cerdos mestizos en las etapas de levante y ceba utilizando cuatro niveles de harina de yuca Mannihot utilissima;Colombia;2001;;51 - 51;14;;;;;;;JUAN CARLOS CARMONA AGUDELO, ELKIN TABORDA RESTREPO, LUIS FERNANDO RESTREPO, SANDRA LUCIA POSADA OCHOA, MANUEL GUILLERMO CARDONA LOPEZ, SILVIO ANTONIO AYALA LOPERA,;
asd443;asd;9;Establecimiento de una base de datos para la elaboración de tablas de contenido nutricional de alimentos para animales;Colombia;2001;;27 - 27;14;;;;;;;JUAN CARLOS CARMONA AGUDELO, SANDRA LUCIA POSADA OCHOA, JUAN DAVID SORZA ZAPATA, MANUEL GUILLERMO CARDONA LOPEZ, SILVIO ANTONIO AYALA LOPERA, OLGA LUCIA ALVAREZ,;
asd444;asd;9;Estratégias para recuperar al reemplazo de ponedoras livianas con bajo peso corporal. 5. Efecto de la concentración de nutrientes en las dos primeras semanas postraslado.;Colombia;2001;;40 - 40;14;;;;;;;JUAN DAVID SORZA ZAPATA, LUIS FERNANDO GALEANO VASCO, HUMBEIRO MEDINA OCHOA,;
asd445;asd;9;Contenido nutricional óptimo del alimento prepico para gallinas ponedoras comerciales semipesadas suplementado con enzimas exógenas. 2. Almidón, grasa y fibra cruda;Colombia;2001;;40 - 40;14;;;;;;;JUAN DAVID SORZA ZAPATA, SILVIO ANTONIO AYALA LOPERA, ERIKA MARIA GARCIA GOMEZ, RAQUEL AGUDELO, SANDRA LUCIA POSADA OCHOA, MANUEL GUILLERMO CARDONA LOPEZ,;
asd446;asd;9;Estratégias para recuperar el reemplazo de ponedoras livianas con bajo peso corporal. 1. Efecto de la edad de traslado y la estratificación por peso;Colombia;2001;;40 - 40;14;;;;;;;JUAN DAVID SORZA ZAPATA, LUIS FERNANDO GALEANO VASCO, GEOVANY MUNOZ GAVIRIA,;
asd447;asd;9;Estrategia para recuperar el reemplazo de ponedoras livianas con bajo peso corporal. 2. Efecto de la concentración energética y proteica en el alimento de levante.;Colombia;2001;;41 - 41;14;;;;;;;JUAN DAVID SORZA ZAPATA, BEATRIZ MADRIGAL TRIANA, LUIS FERNANDO ZULUAGA REINA, LUIS FERNANDO GALEANO VASCO,;
asd448;asd;9;Effects of food restriction on the metabolic response in broiler chickens located;Colombia;2001;;45 - 45;14;;;;;;;HUGO ROMERO SANCHEZ, L BETANCOURT, GERMAN AFANADOR TELLEZ,;
asd449;asd;9;Relationship of transport, storage and flock age to hatchability of broiler hatching eggs;Colombia;2001;;45 - 45;14;;;;;;;HUGO ROMERO SANCHEZ,;
asd450;asd;9;Influence of storage time, flock age and incubation humidity on hatching results of broiler breeder eggs;Colombia;2001;;45 - 45;14;;;;;;;HUGO ROMERO SANCHEZ,;
asd451;asd;9;Efecto de la inclusión de proteinatos de zinc, cobre y manganeso en dietas de postura sobre la calidad de la cáscara;Colombia;2001;;46 - 46;14;;;;;;;HUGO ROMERO SANCHEZ, N PINZON, J BARRETO,;
asd452;asd;9;Incidencia de hipertención pulmonar y curva de crecimiento corporal en cinco estirpes comerciales de pollo de engorde;Colombia;2001;;46 - 46;14;;;;;;;HUGO ROMERO SANCHEZ, Y PINEDA, I VERGARA,;
asd453;asd;9;Efecto de la utilización de un suplemento nutricional hidratado en pollos de engorde recien nacidos;Colombia;2001;;46 - 46;14;;;;;;;HUGO ROMERO SANCHEZ, M CUERVO,;
asd454;asd;9;Efecto de la utilización de una fitasa microbial sobre la retención de fósforo y de nitrógeno en pollos de engorde;Colombia;2001;;46 - 46;14;;;;;;;HUGO ROMERO SANCHEZ, N BERNAL,;
asd455;asd;9;Utilización de ensilage biológico de visceras de pescado en alimentación de trucha arco iris  Oncorhynchus mykiss en etapa de dedinaje;Colombia;2001;;47 - 47;14;;;;;;;HUGO ROMERO SANCHEZ, L BETANCOURT,;
asd456;asd;8;Evaluación de dos desinfectantes en el agua de escaldado en plantas de sacrificio de aves;Colombia;2001;;75 -;14;;;;;;;HUGO ROMERO SANCHEZ, L BETANCOURT,;
asd457;asd;8;Balance ácido base en pollos de engorde sometidos a dos sistemas de restricción de alimento y su influencia en el síndrome ascitico;Colombia;2001;;45 -;14;;;;;;;BETANCOURT L, G AFANADOR, HUGO ROMERO SANCHEZ, H FLORES, L OLIVER,;
asd458;asd;8;Tripanosomiasis americana: determinación de riesgo epidemiológico de transmisión en el municipio de Amalfi, Antioquia;Colombia;2001;;11 - 121;14;;;;;;;MARTA WOLFF, DIANA CASTILLO, JAIME HERNAN URIBE VALENCIA, JOHN JAIRO ARBOLEDA CESPEDES, MARTA ISABEL WOLFF ECHEVERRI, JAIME ARBOLEDA,;
asd459;asd;9;Determinación de la enzima Beta-glucuronidasa en moluscos bivalvos;Colombia;2001;;65 - 65;14;;;;;;;MONICA CECILIA BOTERO AGUIRRE, OSCAR GARCIA, MONICA BOTERO AGUIRRE,;
asd460;asd;8;Presencia de Salmonella Enteritidis en Productos de Origen Avícola y su Repercusión en Salud pública;Colombia;2000;;237 - 245;13;;;;;;;MARTHA CECILIA SUAREZ ALFONSO, JOSE RAMON MANTILLA ANAYA,;
asd461;asd;8;Parmetros genéticos para a produo de leite, gordura e proteía em bubalinos;Brasil;2000;;2051 - 2056;29;;;;;;;HUMBERTO TONHATI, MARIO FERNANDO CERON MUNOZ, JOAO ALDEMIR DE OLIVEIRA, JEANNE MENDES CATTINE DUARTE, THIAGO FURTADO, STRAVROS PLATON TSEIMAZIDES,;
asd462;asd;9;Plasmidotipia y evaluación in vitro de la virulencia de cepas de Salmonella enteritidis de origen aviar;Colombia;2000;;92 - 93;13;;;;;;;MARTHA CECILIA SUAREZ ALFONSO, RUBEN DARIO TORO ORTIZ,;
asd463;asd;8;Impresiones plantares de escolares manizaleńos pertenecientes a la comuna número siete;Colombia;2000;;41 - 58;1;;;;;;;LUIS FERNANDO RESTREPO BETANCUR, JAVIER TABORDA, JULIAN GONZALEZ,;
asd464;asd;8;Prevalencia de anticuerpos contra Trypanosoma cruzi en reservorios domésticos y silvestres en Amalfi, Antioquia;Colombia;2000;;11 - 18;13;;;;;;;JAIME ARBOLEDA, DIANA CASTILLO, MARTA WOLFF, JAIME HERNAN URIBE VALENCIA, MARTA ISABEL WOLFF ECHEVERRI, JOHN JAIRO ARBOLEDA CESPEDES,;
asd465;asd;8;Análisis de componentes principales, una aplicación en educación física;Colombia;2000;;73 - 82;1;;;;;;;LUIS FERNANDO RESTREPO BETANCUR, JAVIER TABORDA, JULIAN GONZALES,;
asd466;asd;8;Estado actual del área matemática en la Universidad de Caldas bajo un enfoque multivariado;Colombia;2000;;45 - 52;2;;;;;;;LUIS FERNANDO RESTREPO BETANCUR, JULIAN GONZALEZ, LEON CARDONA,;
asd467;asd;8;Consumo de pasto estrella africana Cynodon plectostachyus y Leucaena Leucaena leucocephala en un sistema silvopastoril;Colombia;2000;;26 - 30;22;;;;;;;LILIANA MAHECHA LEDESMA, MAURICIO ROSALES LENIS, E MOLINA, CARLOS VICENTE DURAN, CARLOS HERNANDO MOLINA DURAN,;
asd468;asd;8;Evaluación de la interrelación planta-animal en un sistema silvopastoril conformado por Cynodon plestostachyus, Leucaena leococephala y Prosopis juliflora;Colombia;2000;;-;Enero;;;;;;;LILIANA MAHECHA LEDESMA, MAURICIO ROSALES LENIS, CARLOS VICENTE DURAN, CARLOS HERNANDO MOLINA DURAN,;
asd469;asd;8;Construcción de la varianza del estimador del promedio utilizando el estimador de Horvitz y Thompson;Colombia;2000;;77 - 83;1;;;;;;;LUIS FERNANDO RESTREPO BETANCUR, JULIAN GONZALEZ,;
asd470;asd;8;Conservación no convencional de carnes de cerdo en etapas de comercialización y de terneros recien nacidos;Colombia;2000;;299 - 302;25;;;;;;;ELKIN TABORDA RESTREPO, REINALDO GOMEZ CARDENAS, GLORIA HELENA GONZALES V, NELSON ALBERTO GONZALEZ R, NELLY OSPINA MILLAN, REINALDO DE J GOMEZ CARDENAS, NELLY OSPINA DE BARRENECHE,;
asd471;asd;8;Interrelaciones entre la nutrición y la inmunidad en aves;Colombia;2000;;-;;;;;;;;HUGO ROMERO SANCHEZ,;
asd472;asd;9;Estimación de frecuencias alélicas en ganado cebú Brahman antioqueńo;Colombia;2000;;111 - 111;13;;;;;;;NELSON BERMUDEZ, LUIS GUILLERMO CARVAJAL C, HENRY CARDONA CADAVID, GABRIEL BEDOYA, ANDRES RUIZ LINARES,;
asd473;asd;8;Nuevos requerimientos de energía en cerdas de alta producción;Colombia;1999;;-;;;;;;;;HUGO ROMERO SANCHEZ,;
asd474;asd;9;Perfil imnunológico para Newcastle, Bronquitis infecciosa y Gumboro durante las fases de cria y levante en un lote de ponedoras y su relación con algunos parámetros zootecnicos;Colombia;1999;;226 -;12;;;;;;;MONICA MARIA ESTRADA PAREJA, SILVIA RICO GUERRA, SADOH MOLINA,;
asd475;asd;8;Familia transformacioines BOX-COX;Colombia;1999;;37 - 41;1;;;;;;;LUIS FERNANDO RESTREPO BETANCUR,;
